Time (s);T1;T2
235530;39;41.25
235620;39.1;41.3125
235710;39.2;41.4375
235800;39.2;41.4375
235890;39.3;41.5
235980;39.4;41.5625
236070;39.4;41.625
236160;39.4;41.6875
236250;39.5;41.6875
236340;39.5;41.625
236430;39.5;41.625
236520;39.5;41.6875
236610;39.4;41.625
236700;39.4;41.625
236790;39.4;41.5625
236880;39.4;41.5
236970;39.3;41.4375
237060;39.3;41.375
237150;39.2;41.3125
237240;39.2;41.25
237330;39.1;41.1875
237420;39.1;41.1875
237510;39;41.125
237600;38.9;41.125
237690;38.8;41.0625
237780;38.8;41.0625
237870;38.8;41.125
237960;38.8;41.1875
238050;38.9;41.25
238140;39;41.3125
238230;39.1;41.4375
238320;39.2;41.5
238410;39.3;41.625
238500;39.4;41.6875
238590;39.4;41.75
238680;39.4;41.75
238770;39.4;41.8125
238860;39.6;41.8125
238950;39.5;41.75
239040;39.5;41.8125
239130;39.5;41.8125
239220;39.5;41.8125
239310;39.4;41.75
239400;39.4;41.75
239490;39.4;41.6875
239580;39.4;41.625
239670;39.3;41.625
239760;39.3;41.5625
239850;39.2;41.4375
239940;39.2;41.375
240030;39.1;41.3125
240120;39.1;41.25
240210;39;41.1875
240300;38.9;41.1875
240390;38.9;41.25
240480;39;41.3125
240570;38.9;41.25
240660;39.1;41.25
240750;39.1;41.1875
240840;39.3;41.1875
240930;39.5;41.25
241020;39.7;41.375
241110;39.9;41.4375
241200;39.9;41.5
241290;39.9;41.5625
241380;40;41.625
241470;39.9;41.625
241560;40;41.625
241650;39.9;41.6875
241740;39.9;41.625
241830;39.9;41.6875
241920;39.9;41.625
242010;39.8;41.625
242100;39.7;41.625
242190;39.6;41.625
242280;39.6;41.5625
242370;39.6;41.5625
242460;39.5;41.5
242550;39.4;41.4375
242640;39.4;41.375
242730;39.3;41.3125
242820;39.2;41.3125
242910;39.2;41.25
243000;39.1;41.1875
243090;39;41.1875
243180;38.9;41.1875
243270;38.9;41.1875
243360;38.9;41.1875
243450;39.1;41.25
243540;39.2;41.3125
243630;39.5;41.375
243720;39.8;41.5625
243810;39.9;41.625
243900;40;41.6875
243990;40.1;41.8125
244080;40.1;41.875
244170;40.1;41.9375
244260;40.1;42
244350;40.2;42.0625
244440;40.1;42.125
244530;40.1;42.1875
244620;40.2;42.1875
244710;40.2;42.0625
244800;40.2;41.9375
244890;40.1;41.9375
244980;40;41.875
245070;39.9;41.8125
245160;39.8;41.6875
245250;39.7;41.5625
245340;39.6;41.5
245430;39.6;41.5
245520;39.6;41.5625
245610;39.6;41.625
245700;39.8;41.6875
245790;40;41.75
245880;40.2;41.8125
245970;40.2;42
246060;40.2;42.0625
246150;40.5;42.1875
246240;40.6;42.1875
246330;40.6;42.1875
246420;40.7;42.25
246510;40.7;42.3125
246600;40.7;42.375
246690;40.7;42.4375
246780;40.6;42.5
246870;40.6;42.5
246960;40.5;42.5
247050;40.5;42.4375
247140;40.4;42.4375
247230;40.4;42.375
247320;40.4;42.375
247410;40.3;42.375
247500;40.3;42.3125
247590;40.2;42.25
247680;40.1;42.1875
247770;40;42.125
247860;40.1;42.125
247950;40.1;42.0625
248040;40;42.0625
248130;39.9;42.0625
248220;39.9;42.125
248310;40;42.1875
248400;40.1;42.25
248490;40.2;42.375
248580;40.3;42.4375
248670;40.4;42.5
248760;40.6;42.5625
248850;40.6;42.625
248940;40.6;42.6875
249030;40.6;42.6875
249120;40.6;42.75
249210;40.6;42.75
249300;40.6;42.75
249390;40.6;42.75
249480;40.5;42.75
249570;40.5;42.75
249660;40.5;42.6875
249750;40.4;42.6875
249840;40.4;42.6875
249930;40.4;42.625
250020;40.4;42.625
250110;40.3;42.5
250200;40.3;42.4375
250290;40.3;42.4375
250380;40.2;42.375
250470;40.2;42.3125
250560;40.1;42.3125
250650;40.1;42.25
250740;40.1;42.3125
250830;40.1;42.375
250920;40.2;42.4375
251010;40.4;42.5625
251100;40.5;42.6875
251190;40.6;42.75
251280;40.6;42.8125
251370;40.6;42.875
251460;40.7;42.9375
251550;40.7;42.9375
251640;40.8;43
251730;40.9;42.9375
251820;40.8;42.9375
251910;40.8;43
252000;40.7;42.9375
252090;40.6;42.8125
252180;40.7;42.75
252270;40.7;42.75
252360;40.8;42.6875
252450;40.6;42.6875
252540;40.6;42.625
252630;40.5;42.5625
252720;40.4;42.5
252810;40.3;42.4375
252900;40.2;42.375
252990;40.3;42.3125
253080;40.2;42.25
253170;40.1;42.25
253260;40.1;42.25
253350;40;42.3125
253440;40.1;42.375
253530;40.1;42.4375
253620;40.2;42.5
253710;40.4;42.5625
253800;40.6;42.625
253890;40.8;42.6875
253980;40.8;42.75
254070;40.8;42.8125
254160;40.9;42.875
254250;40.9;42.875
254340;40.9;42.9375
254430;40.8;42.9375
254520;40.8;42.9375
254610;40.7;42.875
254700;40.6;42.9375
254790;40.6;42.875
254880;40.6;42.8125
254970;40.5;42.8125
255060;40.4;42.75
255150;40.4;42.6875
255240;40.4;42.625
255330;40.4;42.5625
255420;40.3;42.5
255510;40.3;42.5
255600;40.3;42.4375
255690;40.2;42.3125
255780;40.1;42.3125
255870;40.2;42.3125
255960;40.1;42.375
256050;40.1;42.4375
256140;40.2;42.5625
256230;40.4;42.625
256320;40.5;42.6875
256410;40.6;42.8125
256500;40.7;42.8125
256590;40.8;42.875
256680;40.9;43
256770;40.9;43.0625
256860;41.1;42.9375
256950;41.1;42.875
257040;41.1;42.8125
257130;41.1;42.75
257220;41.1;42.625
257310;41;42.5625
257400;41;42.5
257490;40.9;42.4375
257580;40.8;42.375
257670;40.6;42.3125
257760;40.5;42.3125
257850;40.3;42.25
257940;40.2;42.25
258030;40.2;42.25
258120;40.2;42.3125
258210;40.3;42.375
258300;40.4;42.375
258390;40.6;42.5
258480;40.8;42.5625
258570;40.9;42.625
258660;41;42.6875
258750;41;42.8125
258840;41.1;42.8125
258930;40.9;42.875
259020;40.9;42.9375
259110;41.1;42.875
259200;41;42.875
259290;40.9;42.8125
259380;40.9;42.8125
259470;40.8;42.75
259560;40.7;42.6875
259650;40.6;42.625
259740;40.6;42.5625
259830;40.5;42.5
259920;40.4;42.4375
260010;40.3;42.4375
260100;40.2;42.3125
260190;40.2;42.3125
260280;40.1;42.3125
260370;40.1;42.3125
260460;40.1;42.375
260550;40.2;42.4375
260640;40.4;42.4375
260730;40.6;42.5
260820;40.9;42.625
260910;41;42.6875
261000;41;42.75
261090;41;42.8125
261180;41.1;42.875
261270;41.1;42.875
261360;41.2;42.9375
261450;41.1;42.9375
261540;41.1;43
261630;41.1;43
261720;41;43
261810;40.9;43
261900;40.9;42.9375
261990;40.8;42.875
262080;40.8;42.8125
262170;40.7;42.8125
262260;40.6;42.6875
262350;40.6;42.625
262440;40.5;42.625
262530;40.4;42.5625
262620;40.4;42.5
262710;40.3;42.4375
262800;40.2;42.375
262890;40.2;42.375
262980;40.1;42.3125
263070;40.1;42.375
263160;40.2;42.5
263250;40.2;42.5625
263340;40.4;42.5625
263430;40.6;42.6875
263520;40.6;42.8125
263610;40.7;42.875
263700;40.8;42.875
263790;40.8;42.9375
263880;40.8;43
263970;40.8;43
264060;40.8;43.0625
264150;40.8;43.0625
264240;40.9;43.0625
264330;40.8;43
264420;40.8;43
264510;40.7;43
264600;40.6;43
264690;40.6;42.9375
264780;40.6;42.875
264870;40.6;42.875
264960;40.6;42.8125
265050;40.5;42.75
265140;40.4;42.625
265230;40.4;42.5625
265320;40.4;42.5625
265410;40.3;42.4375
265500;40.3;42.4375
265590;40.2;42.375
265680;40.2;42.4375
265770;40.2;42.5
265860;40.2;42.5625
265950;40.3;42.6875
266040;40.5;42.8125
266130;40.6;42.8125
266220;40.8;43
266310;40.8;43
266400;40.9;43.0625
266490;40.9;43.0625
266580;40.9;43.125
266670;40.9;43.125
266760;40.9;43.1875
266850;40.9;43.1875
266940;40.9;43.1875
267030;40.8;43.1875
267120;40.8;43.1875
267210;40.8;43.125
267300;40.8;43.125
267390;40.8;43.125
267480;40.8;43.0625
267570;40.8;43
267660;40.7;42.9375
267750;40.7;42.875
267840;40.7;42.8125
267930;40.7;42.8125
268020;40.6;42.625
268110;40.5;42.4375
268200;40.4;42.25
268290;40.2;42.125
268380;40.1;42
268470;40.1;42
268560;40.1;41.875
268650;40;41.8125
268740;40.1;41.875
268830;40.1;41.9375
268920;40.2;42.0625
269010;40.4;42.1875
269100;40.6;42.25
269190;40.8;42.375
269280;40.9;42.5
269370;41;42.5625
269460;41.1;42.6875
269550;41.2;42.6875
269640;41.2;42.75
269730;41.2;42.8125
269820;41.2;42.8125
269910;41.2;42.875
270000;41.2;42.875
270090;41.1;42.875
270180;41.1;42.8125
270270;41;42.875
270360;40.9;42.8125
270450;40.8;42.8125
270540;40.8;42.75
270630;40.7;42.6875
270720;40.6;42.625
270810;40.4;42.5625
270900;40.4;42.5
270990;40.3;42.4375
271080;40.2;42.375
271170;40.2;42.3125
271260;40.1;42.3125
271350;40.1;42.25
271440;40.1;42.25
271530;40.1;42.3125
271620;40.1;42.375
271710;40.3;42.4375
271800;40.4;42.5625
271890;40.6;42.625
271980;40.6;42.75
272070;40.6;42.75
272160;40.8;42.8125
272250;40.7;42.875
272340;40.8;42.875
272430;40.8;42.875
272520;40.7;42.8125
272610;40.6;42.8125
272700;40.6;42.8125
272790;40.5;42.8125
272880;40.4;42.75
272970;40.4;42.6875
273060;40.4;42.6875
273150;40.3;42.625
273240;40.3;42.625
273330;40.3;42.5625
273420;40.2;42.5
273510;40.2;42.4375
273600;40.2;42.375
273690;40.2;42.3125
273780;40.2;42.1875
273870;40.2;42.1875
273960;40.1;42.1875
274050;40.1;42.1875
274140;40.1;42.25
274230;40.1;42.3125
274320;40.2;42.375
274410;40.2;42.5
274500;40.4;42.625
274590;40.6;42.625
274680;40.8;42.625
274770;40.8;42.625
274860;40.8;42.625
274950;40.9;42.625
275040;41;42.625
275130;40.9;42.6875
275220;40.9;42.6875
275310;40.9;42.6875
275400;40.9;42.6875
275490;40.9;42.6875
275580;40.8;42.625
275670;40.8;42.625
275760;40.6;42.5625
275850;40.5;42.5625
275940;40.4;42.5
276030;40.3;42.375
276120;40.2;42.3125
276210;40.2;42.25
276300;40.2;42.1875
276390;40.2;42.1875
276480;40.1;42.125
276570;40;42.125
276660;39.9;42.1875
276750;39.9;42.1875
276840;40;42.25
276930;40.1;42.375
277020;40.2;42.4375
277110;40.4;42.5
277200;40.4;42.5
277290;40.5;42.625
277380;40.5;42.625
277470;40.6;42.6875
277560;40.5;42.6875
277650;40.6;42.625
277740;40.5;42.625
277830;40.4;42.625
277920;40.4;42.5625
278010;40.4;42.5
278100;40.3;42.4375
278190;40.2;42.375
278280;40.2;42.3125
278370;40.1;42.25
278460;40;42.25
278550;40;42.1875
278640;40;42.0625
278730;40;42.0625
278820;39.9;42.0625
278910;39.8;42
279000;39.8;42.0625
279090;39.8;42.125
279180;39.9;42.1875
279270;40;42.25
279360;40.1;42.375
279450;40.3;42.5
279540;40.3;42.5
279630;40.4;42.5
279720;40.6;42.5
279810;40.6;42.5625
279900;40.6;42.625
279990;40.6;42.5625
280080;40.7;42.5
280170;40.7;42.5
280260;40.7;42.5
280350;40.6;42.4375
280440;40.6;42.4375
280530;40.6;42.4375
280620;40.4;42.375
280710;40.3;42.375
280800;40.3;42.3125
280890;40.2;42.25
280980;40.1;42.1875
281070;40.1;42.125
281160;40;42.0625
281250;39.9;42
281340;39.9;42
281430;39.8;41.9375
281520;39.8;42
281610;39.8;42.0625
281700;39.8;42.125
281790;39.9;42.1875
281880;40.1;42.3125
281970;40.2;42.3125
282060;40.3;42.375
282150;40.4;42.4375
282240;40.5;42.5625
282330;40.5;42.5625
282420;40.5;42.625
282510;40.5;42.625
282600;40.5;42.6875
282690;40.4;42.6875
282780;40.4;42.6875
282870;40.3;42.625
282960;40.2;42.625
283050;40.2;42.5625
283140;40.2;42.5625
283230;40.2;42.5
283320;40.2;42.4375
283410;40.2;42.375
283500;40.2;42.375
283590;40.1;42.25
283680;40.1;42.1875
283770;40.1;42.125
283860;40;42.125
283950;39.9;42.0625
284040;39.9;42.0625
284130;39.9;42.125
284220;39.9;42.1875
284310;40;42.25
284400;40.1;42.3125
284490;40.2;42.4375
284580;40.4;42.5
284670;40.4;42.6875
284760;40.5;42.6875
284850;40.6;42.5625
284940;40.7;42.4375
285030;40.7;42.3125
285120;40.7;42.25
285210;40.6;42.25
285300;40.5;42.1875
285390;40.4;42.125
285480;40.4;42.0625
285570;40.2;42
285660;40.2;42
285750;40.1;41.9375
285840;39.9;41.9375
285930;39.9;42
286020;39.8;42.0625
286110;39.9;42.125
286200;40;42.1875
286290;40.1;42.25
286380;40.3;42.3125
286470;40.4;42.4375
286560;40.6;42.4375
286650;40.6;42.5625
286740;40.6;42.625
286830;40.7;42.625
286920;40.7;42.6875
287010;40.6;42.6875
287100;40.6;42.6875
287190;40.6;42.6875
287280;40.5;42.6875
287370;40.6;42.6875
287460;40.4;42.5625
287550;40.5;42.5
287640;40.5;42.4375
287730;40.5;42.375
287820;40.5;42.375
287910;40.4;42.375
288000;40.4;42.25
288090;40.2;42.1875
288180;40.2;42.0625
288270;40.1;42
288360;39.9;42
288450;39.9;42
288540;39.9;41.9375
288630;39.9;42.0625
288720;40.1;42.0625
288810;40.2;42.125
288900;40.4;42.1875
288990;40.6;42.3125
289080;40.7;42.375
289170;40.8;42.4375
289260;40.8;42.5
289350;40.9;42.5625
289440;40.9;42.5625
289530;40.9;42.625
289620;40.9;42.625
289710;40.8;42.625
289800;40.8;42.625
289890;40.7;42.625
289980;40.6;42.625
290070;40.6;42.625
290160;40.5;42.625
290250;40.4;42.5625
290340;40.4;42.5625
290430;40.3;42.4375
290520;40.3;42.375
290610;40.2;42.3125
290700;40.2;42.25
290790;40.2;42.1875
290880;40.1;42.125
290970;39.9;42.0625
291060;39.9;42.0625
291150;39.9;42.125
291240;39.8;42.1875
291330;39.9;42.1875
291420;40;42.25
291510;40.1;42.375
291600;40.2;42.4375
291690;40.4;42.5625
291780;40.5;42.625
291870;40.5;42.6875
291960;40.5;42.75
292050;40.6;42.75
292140;40.6;42.8125
292230;40.6;42.75
292320;40.6;42.75
292410;40.6;42.75
292500;40.6;42.75
292590;40.5;42.75
292680;40.5;42.6875
292770;40.4;42.6875
292860;40.4;42.625
292950;40.4;42.5625
293040;40.4;42.5
293130;40.3;42.4375
293220;40.2;42.375
293310;40.2;42.3125
293400;40.2;42.25
293490;40.1;42.25
293580;40.1;42.1875
293670;40.1;42.1875
293760;40;42.1875
293850;39.9;42.3125
293940;40.1;42.3125
294030;40.1;42.375
294120;40.2;42.5
294210;40.4;42.5625
294300;40.4;42.625
294390;40.5;42.6875
294480;40.5;42.8125
294570;40.6;42.8125
294660;40.6;42.875
294750;40.7;42.8125
294840;40.7;42.6875
294930;40.8;42.625
295020;40.7;42.5625
295110;40.7;42.5
295200;40.6;42.375
295290;40.5;42.3125
295380;40.4;42.25
295470;40.4;42.25
295560;40.3;42.1875
295650;40.2;42.1875
295740;40.1;42.0625
295830;39.9;42
295920;39.8;42
296010;39.9;42.0625
296100;39.9;42.125
296190;40.1;42.125
296280;40.2;42.1875
296370;40.4;42.3125
296460;40.6;42.375
296550;40.7;42.4375
296640;40.8;42.5625
296730;40.8;42.5625
296820;40.9;42.5625
296910;40.9;42.6875
297000;40.9;42.6875
297090;40.8;42.75
297180;40.8;42.75
297270;40.6;42.6875
297360;40.2;42.4375
297450;39.9;42.1875
297540;39.8;42
297630;39.6;41.8125
297720;39.4;41.6875
297810;39.3;41.5625
297900;39.3;41.5
297990;39.2;41.4375
298080;39.2;41.4375
298170;39.2;41.4375
298260;39.2;41.375
298350;39.2;41.25
298440;39.1;41.25
298530;39.1;41.25
298620;39.2;41.3125
298710;39.2;41.375
298800;39.2;41.4375
298890;39.4;41.5625
298980;39.6;41.625
299070;39.9;41.75
299160;40.1;41.875
299250;40.4;42
299340;40.4;42.125
299430;40.5;42.1875
299520;40.6;42.1875
299610;40.6;42.25
299700;40.6;42.3125
299790;40.7;42.375
299880;40.6;42.4375
299970;40.6;42.4375
300060;40.6;42.375
300150;40.5;42.4375
300240;40.4;42.4375
300330;40.4;42.375
300420;40.4;42.375
300510;40.3;42.375
300600;40.3;42.3125
300690;40.2;42.25
300780;40.1;42.1875
300870;40;42.125
300960;39.9;42.0625
301050;39.9;42
301140;39.9;41.9375
301230;39.8;41.9375
301320;39.8;41.875
301410;39.6;41.875
301500;39.6;41.9375
301590;39.6;42
301680;39.7;42.0625
301770;39.8;42.125
301860;39.9;42.1875
301950;40.1;42.3125
302040;40.2;42.375
302130;40.2;42.4375
302220;40.3;42.5
302310;40.3;42.5625
302400;40.4;42.625
302490;40.4;42.625
302580;40.4;42.625
302670;40.4;42.625
302760;40.4;42.625
302850;40.4;42.625
302940;40.4;42.5625
303030;40.4;42.5
303120;40.2;42.5
303210;40.2;42.5
303300;40.2;42.4375
303390;40.2;42.375
303480;40.2;42.3125
303570;40.1;42.25
303660;40.1;42.1875
303750;40;42.125
303840;40;42.0625
303930;39.9;42
304020;39.9;41.9375
304110;39.8;41.9375
304200;39.7;41.9375
304290;39.7;42
304380;39.8;42.0625
304470;39.8;42.125
304560;39.9;42.1875
304650;40.1;42.25
304740;40.2;42.375
304830;40.2;42.4375
304920;40.2;42.5625
305010;40.3;42.5625
305100;40.4;42.5625
305190;40.3;42.5625
305280;40.4;42.625
305370;40.3;42.625
305460;40.3;42.625
305550;40.3;42.625
305640;40.3;42.5625
305730;40.2;42.5
305820;40.2;42.5
305910;40.2;42.4375
306000;40.1;42.375
306090;40.1;42.3125
306180;40.1;42.25
306270;40.1;42.125
306360;40;42
306450;39.9;42
306540;39.8;41.9375
306630;39.8;41.9375
306720;39.8;41.875
306810;39.7;41.875
306900;39.7;41.9375
306990;39.7;42.0625
307080;39.8;42.0625
307170;39.9;42.125
307260;40;42.1875
307350;40.1;42.3125
307440;40.2;42.4375
307530;40.2;42.5
307620;40.2;42.5625
307710;40.2;42.5625
307800;40.2;42.625
307890;40.3;42.625
307980;40.3;42.625
308070;40.3;42.5625
308160;40.2;42.5625
308250;40.2;42.5625
308340;40.3;42.5625
308430;40.2;42.5
308520;40.2;42.4375
308610;40.2;42.375
308700;40.2;42.3125
308790;40.1;42.25
308880;40.1;42.1875
308970;40;42.125
309060;39.9;42.0625
309150;39.9;42
309240;39.9;41.875
309330;39.8;41.875
309420;39.8;41.875
309510;39.8;41.875
309600;39.8;41.9375
309690;39.8;42
309780;39.9;42.0625
309870;40;42.1875
309960;40.1;42.3125
310050;40.1;42.375
310140;40.2;42.4375
310230;40.2;42.5
310320;40.2;42.5625
310410;40.4;42.625
310500;40.3;42.6875
310590;40.4;42.6875
310680;40.3;42.625
310770;40.3;42.625
310860;40.3;42.625
310950;40.3;42.625
311040;40.2;42.5625
311130;40.2;42.5
311220;40.2;42.4375
311310;40.2;42.375
311400;40.1;42.3125
311490;40.1;42.25
311580;40.1;42.1875
311670;39.9;42.0625
311760;39.9;42.0625
311850;39.8;42
311940;39.9;41.9375
312030;39.8;41.875
312120;39.7;41.875
312210;39.6;41.9375
312300;39.7;42
312390;39.8;42.0625
312480;39.8;42.0625
312570;39.9;42.1875
312660;40.1;42.375
312750;40.1;42.4375
312840;40.2;42.5
312930;40.2;42.5625
313020;40.3;42.5625
313110;40.2;42.625
313200;40.2;42.625
313290;40.3;42.625
313380;40.3;42.625
313470;40.3;42.625
313560;40.3;42.625
313650;40.3;42.5625
313740;40.2;42.5625
313830;40.2;42.4375
313920;40.2;42.375
314010;40.1;42.3125
314100;40.1;42.25
314190;40;42.1875
314280;39.9;42.0625
314370;39.9;42
314460;39.8;41.9375
314550;39.8;41.875
314640;39.8;41.8125
314730;39.8;41.75
314820;39.7;41.8125
314910;39.6;41.875
315000;39.6;41.9375
315090;39.7;41.9375
315180;39.8;42.0625
315270;39.9;42.125
315360;40;42.25
315450;40.1;42.3125
315540;40.1;42.4375
315630;40.2;42.5
315720;40.2;42.5
315810;40.2;42.5625
315900;40.2;42.5625
315990;40.2;42.5625
316080;40.2;42.5625
316170;40.2;42.5625
316260;40.2;42.5625
316350;40.2;42.5
316440;40.2;42.4375
316530;40.1;42.375
316620;40.2;42.3125
316710;40.1;42.25
316800;40.1;42.1875
316890;40;42.125
316980;39.9;42.0625
317070;39.9;41.9375
317160;39.8;41.9375
317250;39.9;41.875
317340;39.8;41.8125
317430;39.6;41.75
317520;39.6;41.8125
317610;39.5;41.875
317700;39.6;41.9375
317790;39.7;41.9375
317880;39.8;42
317970;39.9;42.0625
318060;39.9;42.1875
318150;40;42.25
318240;40.1;42.3125
318330;40.1;42.3125
318420;40.2;42.375
318510;40.1;42.375
318600;40.1;42.375
318690;40.2;42.375
318780;40.2;42.4375
318870;40.1;42.375
318960;40.1;42.375
319050;40.1;42.3125
319140;40.1;42.25
319230;40;42.1875
319320;39.9;42.0625
319410;39.9;42.0625
319500;39.8;41.9375
319590;39.8;41.875
319680;39.7;41.875
319770;39.7;41.8125
319860;39.7;41.75
319950;39.6;41.75
320040;39.5;41.75
320130;39.5;41.8125
320220;39.6;41.875
320310;39.7;41.9375
320400;39.8;42
320490;39.9;42.0625
320580;39.9;42.1875
320670;40;42.25
320760;40;42.3125
320850;40;42.375
320940;40;42.375
321030;40.1;42.375
321120;40.1;42.375
321210;40.1;42.4375
321300;40.1;42.375
321390;40.1;42.375
321480;40.1;42.3125
321570;40;42.25
321660;40;42.1875
321750;40;42.125
321840;39.9;42.0625
321930;39.9;42
322020;39.8;41.9375
322110;39.8;41.8125
322200;39.8;41.8125
322290;39.8;41.8125
322380;39.7;41.75
322470;39.7;41.6875
322560;39.6;41.6875
322650;39.5;41.75
322740;39.5;41.8125
322830;39.6;41.9375
322920;39.8;41.9375
323010;39.8;42.0625
323100;39.9;42.125
323190;39.9;42.25
323280;40.1;42.3125
323370;40.1;42.375
323460;40.1;42.375
323550;40.2;42.4375
323640;40.2;42.4375
323730;40.1;42.5
323820;40.1;42.4375
323910;40.2;42.4375
324000;40.1;42.4375
324090;40.1;42.4375
324180;40.1;42.375
324270;40.1;42.375
324360;40.1;42.3125
324450;40.1;42.25
324540;40;42.1875
324630;39.9;42.0625
324720;39.9;42
324810;39.8;41.875
324900;39.8;41.875
324990;39.7;41.75
325080;39.6;41.6875
325170;39.5;41.6875
325260;39.4;41.6875
325350;39.4;41.75
325440;39.5;41.8125
325530;39.6;41.875
325620;39.8;41.9375
325710;40;42
325800;40.1;42.125
325890;40.1;42.1875
325980;40.2;42.1875
326070;40.2;42.25
326160;40.2;42.25
326250;40.2;42.3125
326340;40.3;42.3125
326430;40.2;42.3125
326520;40.2;42.3125
326610;40.1;42.25
326700;40.1;42.1875
326790;40.2;42.125
326880;40.2;42.0625
326970;40.2;42
327060;40.2;41.9375
327150;40.2;41.875
327240;40.1;41.875
327330;40.1;41.75
327420;39.9;41.75
327510;39.8;41.75
327600;39.7;41.625
327690;39.6;41.5625
327780;39.6;41.5625
327870;39.5;41.625
327960;39.5;41.75
328050;39.6;41.8125
328140;39.8;41.9375
328230;39.9;42
328320;40.1;42.0625
328410;40.2;42.125
328500;40.3;42.1875
328590;40.4;42.1875
328680;40.6;42.1875
328770;40.6;42.25
328860;40.7;42.25
328950;40.7;42.25
329040;40.7;42.25
329130;40.7;42.25
329220;40.7;42.25
329310;40.6;42.1875
329400;40.5;42.1875
329490;40.4;42.1875
329580;40.4;42.125
329670;40.4;42.0625
329760;40.3;42.0625
329850;40.2;42
329940;40.1;41.9375
330030;40.1;41.875
330120;40.1;41.875
330210;39.9;41.8125
330300;39.8;41.75
330390;39.7;41.6875
330480;39.6;41.6875
330570;39.6;41.75
330660;39.5;41.8125
330750;39.6;41.875
330840;39.8;41.9375
330930;39.9;42.0625
331020;40.1;42.1875
331110;40.2;42.1875
331200;40.2;42.3125
331290;40.4;42.25
331380;40.4;42.125
331470;40.4;42.0625
331560;40.4;42.0625
331650;40.4;42
331740;40.3;41.9375
331830;40.3;41.9375
331920;40.2;41.875
332010;40.1;41.875
332100;40;41.8125
332190;40;41.75
332280;39.9;41.8125
332370;39.8;41.8125
332460;39.8;41.75
332550;39.7;41.625
332640;39.7;41.625
332730;39.6;41.625
332820;39.7;41.75
332910;39.8;41.75
333000;40.1;41.875
333090;40.2;42
333180;40.2;42.0625
333270;40.4;42.1875
333360;40.6;42.25
333450;40.6;42.3125
333540;40.6;42.375
333630;40.6;42.4375
333720;40.6;42.375
333810;40.7;42.4375
333900;40.6;42.5
333990;40.6;42.5
334080;40.5;42.5
334170;40.4;42.4375
334260;40.4;42.4375
334350;40.4;42.4375
334440;40.3;42.4375
334530;40.3;42.375
334620;40.3;42.375
334710;40.2;42.3125
334800;40.1;42.3125
334890;40.1;42.25
334980;40.1;42.1875
335070;40.1;42.1875
335160;40;42.1875
335250;40.1;42.125
335340;40.1;42.1875
335430;40.2;42.3125
335520;40.2;42.4375
335610;40.4;42.375
335700;40.6;42.4375
335790;40.8;42.5
335880;40.9;42.625
335970;41.1;42.6875
336060;41.2;42.8125
336150;41.2;42.875
336240;41.4;42.9375
336330;41.4;42.875
336420;41.4;42.9375
336510;41.4;43
336600;41.4;43.0625
336690;41.4;43.125
336780;41.4;43.0625
336870;41.4;43
336960;41.4;42.9375
337050;41.4;42.875
337140;41.3;42.875
337230;41.2;42.875
337320;41.2;42.875
337410;41.1;42.8125
337500;41;42.75
337590;40.9;42.6875
337680;40.9;42.625
337770;40.8;42.625
337860;40.8;42.6875
337950;40.8;42.75
338040;40.9;42.8125
338130;41;42.9375
338220;41.2;43.0625
338310;41.4;43.1875
338400;41.6;43.3125
338490;41.7;43.375
338580;41.8;43.4375
338670;41.8;43.5
338760;41.8;43.5625
338850;41.9;43.625
338940;41.8;43.5625
339030;41.8;43.625
339120;41.8;43.625
339210;41.7;43.625
339300;41.6;43.625
339390;41.6;43.5625
339480;41.6;43.5625
339570;41.4;43.5625
339660;41.6;43.5
339750;41.5;43.4375
339840;41.4;43.4375
339930;41.2;43.375
340020;41.2;43.3125
340110;41.2;43.25
340200;41.2;43.1875
340290;41;43.125
340380;40.9;43.125
340470;40.8;43.0625
340560;40.9;43.125
340650;40.9;43.1875
340740;41.1;43.25
340830;41.2;43.375
340920;41.4;43.4375
341010;41.6;43.5
341100;41.7;43.625
341190;41.8;43.75
341280;41.9;43.8125
341370;41.9;43.8125
341460;41.9;43.8125
341550;41.9;43.8125
341640;41.9;43.875
341730;41.9;43.875
341820;41.9;43.875
341910;41.9;43.875
342000;41.8;43.8125
342090;41.8;43.8125
342180;41.8;43.8125
342270;41.6;43.75
342360;41.6;43.75
342450;41.5;43.6875
342540;41.4;43.625
342630;41.3;43.5625
342720;41.2;43.4375
342810;41.2;43.375
342900;41.1;43.3125
342990;41.2;43.25
343080;41.1;43.25
343170;41.1;43.25
343260;41.1;43.3125
343350;41.1;43.3125
343440;41.1;43.375
343530;41.2;43.4375
343620;41.4;43.5625
343710;41.4;43.625
343800;41.6;43.6875
343890;41.8;43.6875
343980;41.8;43.75
344070;41.8;43.8125
344160;41.8;43.875
344250;41.8;43.875
344340;41.8;43.9375
344430;41.8;43.9375
344520;41.8;43.9375
344610;41.8;43.875
344700;41.8;43.8125
344790;41.9;43.75
344880;41.9;43.625
344970;41.9;43.5625
345060;41.9;43.5
345150;41.9;43.5
345240;41.7;43.4375
345330;41.8;43.375
345420;41.6;43.375
345510;41.5;43.25
345600;41.3;43.1875
345690;41.2;43.125
345780;41.2;43.1875
345870;41.2;43.3125
345960;41.2;43.375
346050;41.4;43.3125
346140;41.6;43.375
346230;41.8;43.4375
346320;41.9;43.5
346410;42;43.5625
346500;42.1;43.625
346590;42.1;43.6875
346680;42.2;43.75
