Time (s);T1;T2
346770;42.2;43.8125
346860;42.2;43.8125
346950;42.2;43.8125
347040;42.2;43.8125
347130;42.1;43.8125
347220;42.1;43.8125
347310;42;43.75
347400;42;43.8125
347490;41.9;43.75
347580;41.8;43.75
347670;41.8;43.75
347760;41.6;43.6875
347850;41.6;43.5625
347940;41.5;43.5625
348030;41.5;43.5
348120;41.4;43.375
348210;41.4;43.375
348300;41.2;43.3125
348390;41.2;43.25
348480;41.1;43.25
348570;41;43.3125
348660;41.1;43.3125
348750;41.2;43.4375
348840;41.4;43.5
348930;41.5;43.5625
349020;41.6;43.6875
349110;41.8;43.75
349200;41.9;43.75
349290;41.9;43.8125
349380;41.9;43.875
349470;41.9;43.875
349560;42;43.9375
349650;42;44
349740;41.9;44
349830;41.9;43.9375
349920;41.9;43.9375
350010;41.9;43.9375
350100;41.8;43.875
350190;41.7;43.875
350280;41.6;43.8125
350370;41.5;43.75
350460;41.4;43.6875
350550;41.4;43.625
350640;41.3;43.5625
350730;41.2;43.5
350820;41.3;43.4375
350910;41.3;43.375
351000;41.2;43.3125
351090;41.2;43.3125
351180;41.2;43.3125
351270;41.2;43.375
351360;41.2;43.4375
351450;41.4;43.5
351540;41.5;43.625
351630;41.6;43.6875
351720;41.6;43.8125
351810;41.7;43.8125
351900;41.8;43.875
351990;41.8;43.9375
352080;41.8;43.9375
352170;41.8;43.9375
352260;41.8;43.875
352350;41.9;43.9375
352440;41.9;44
352530;41.8;44
352620;41.7;44
352710;41.7;43.8125
352800;41.8;43.75
352890;41.8;43.6875
352980;41.8;43.5
353070;41.6;43.375
353160;41.6;43.25
353250;41.4;43.125
353340;41.3;43.125
353430;41.2;43.125
353520;41.2;43.25
353610;41.3;43.25
353700;41.4;43.3125
353790;41.6;43.375
353880;41.8;43.5
353970;41.9;43.5625
354060;42;43.625
354150;42;43.6875
354240;42.1;43.75
354330;42.1;43.8125
354420;42;43.8125
354510;42;43.8125
354600;42;43.8125
354690;41.9;43.8125
354780;41.9;43.75
354870;41.8;43.6875
354960;41.8;43.75
355050;41.7;43.8125
355140;41.7;43.75
355230;41.8;43.625
355320;41.7;43.4375
355410;41.6;43.3125
355500;41.4;43.1875
355590;41.3;43.125
355680;41.2;43.0625
355770;41.2;43.0625
355860;41.2;43.125
355950;41.4;43.125
356040;41.6;43.25
356130;41.8;43.375
356220;41.9;43.5
356310;41.9;43.5625
356400;42;43.625
356490;42.1;43.8125
356580;42.1;43.75
356670;42.1;43.75
356760;42.1;43.75
356850;42.1;43.75
356940;42.1;43.75
357030;41.9;43.75
357120;42;43.6875
357210;41.9;43.6875
357300;41.8;43.6875
357390;41.8;43.625
357480;41.7;43.5625
357570;41.6;43.4375
357660;41.4;43.375
357750;41.4;43.3125
357840;41.3;43.3125
357930;41.2;43.25
358020;41.2;43.1875
358110;41.1;43.1875
358200;41.1;43.125
358290;41;43.1875
358380;41.1;43.25
358470;41.2;43.3125
358560;41.3;43.4375
358650;41.4;43.5625
358740;41.5;43.5625
358830;41.6;43.625
358920;41.7;43.625
359010;41.8;43.6875
359100;41.8;43.6875
359190;41.8;43.75
359280;41.8;43.75
359370;41.8;43.75
359460;41.7;43.75
359550;41.7;43.6875
359640;41.6;43.6875
359730;41.5;43.625
359820;41.4;43.5625
359910;41.3;43.5
360000;41.3;43.5
360090;41.2;43.4375
360180;41.1;43.375
360270;41.1;43.25
360360;41.1;43.25
360450;41.1;43.1875
360540;41.1;43.125
360630;41.1;43.125
360720;41.1;43.125
360810;41.1;43.25
360900;41.1;43.3125
360990;41.1;43.3125
361080;41.3;43.375
361170;41.4;43.625
361260;41.6;43.625
361350;41.8;43.5625
361440;41.8;43.5
361530;41.9;43.5
361620;41.9;43.5
361710;41.9;43.4375
361800;41.8;43.4375
361890;41.8;43.375
361980;41.8;43.375
362070;41.8;43.375
362160;41.7;43.3125
362250;41.6;43.25
362340;41.6;43.25
362430;41.5;43.1875
362520;41.4;43.0625
362610;41.3;43
362700;41.2;42.9375
362790;41;42.9375
362880;40.9;42.8125
362970;40.8;42.8125
363060;40.8;42.8125
363150;40.7;42.8125
363240;40.7;42.875
363330;40.9;42.9375
363420;41.1;42.9375
363510;41.3;43
363600;41.4;43
363690;41.4;43.0625
363780;41.5;43.0625
363870;41.4;43.125
363960;41.4;43.125
364050;41.5;43.125
364140;41.4;43.125
364230;41.4;43.125
364320;41.4;43.125
364410;41.4;43.125
364500;41.2;43.1875
364590;41.1;43.125
364680;41;43.0625
364770;40.9;43
364860;40.8;43
364950;40.7;42.9375
365040;40.7;42.8125
365130;40.6;42.75
365220;40.5;42.6875
365310;40.4;42.6875
365400;40.4;42.5625
365490;40.4;42.5
365580;40.2;42.4375
365670;40.2;42.375
365760;40.2;42.375
365850;40.2;42.4375
365940;40.2;42.4375
366030;40.2;42.5
366120;40.2;42.5625
366210;40.4;42.625
366300;40.4;42.625
366390;40.5;42.625
366480;40.5;42.6875
366570;40.6;42.75
366660;40.6;42.75
366750;40.5;42.75
366840;40.5;42.75
366930;40.5;42.75
367020;40.4;42.6875
367110;40.3;42.6875
367200;40.2;42.6875
367290;40.2;42.625
367380;40.2;42.5625
367470;40.1;42.5
367560;40.1;42.4375
367650;40;42.375
367740;40;42.3125
367830;39.9;42.25
367920;39.9;42.1875
368010;39.9;42.125
368100;39.8;42.0625
368190;39.8;42
368280;39.8;41.9375
368370;39.7;41.875
368460;39.6;41.8125
368550;39.6;41.8125
368640;39.6;41.875
368730;39.6;41.875
368820;39.6;41.9375
368910;39.6;42
369000;39.7;42.0625
369090;39.7;42.125
369180;39.8;42.125
369270;39.7;42.1875
369360;39.8;42.1875
369450;39.8;42.1875
369540;39.8;42.1875
369630;39.8;42.1875
369720;39.7;42.125
369810;39.7;42.125
369900;39.6;42.125
369990;39.6;42.0625
370080;39.6;42.0625
370170;39.6;42
370260;39.6;42
370350;39.6;41.875
370440;39.4;41.8125
370530;39.5;41.6875
370620;39.4;41.625
370710;39.4;41.5
370800;39.3;41.4375
370890;39.2;41.375
370980;39.2;41.3125
371070;39.1;41.3125
371160;39.1;41.25
371250;39.1;41.3125
371340;39.1;41.375
371430;39.2;41.375
371520;39.3;41.4375
371610;39.6;41.4375
371700;39.8;41.5
371790;39.8;41.5
371880;39.8;41.5625
371970;39.8;41.625
372060;39.9;41.6875
372150;39.8;41.6875
372240;39.8;41.6875
372330;39.8;41.6875
372420;39.7;41.6875
372510;39.7;41.75
372600;39.7;41.6875
372690;39.7;41.6875
372780;39.6;41.6875
372870;39.6;41.625
372960;39.5;41.625
373050;39.4;41.625
373140;39.4;41.5625
373230;39.3;41.5
373320;39.3;41.4375
373410;39.2;41.4375
373500;39.2;41.375
373590;39.1;41.3125
373680;39.1;41.25
373770;39.1;41.25
373860;39;41.25
373950;39;41.3125
374040;39;41.375
374130;39.1;41.375
374220;39.1;41.4375
374310;39.2;41.5625
374400;39.4;41.625
374490;39.4;41.6875
374580;39.5;41.75
374670;39.5;41.8125
374760;39.5;41.875
374850;39.6;41.9375
374940;39.6;41.9375
375030;39.5;41.9375
375120;39.5;41.9375
375210;39.5;41.9375
375300;39.4;41.875
375390;39.4;41.875
375480;39.4;41.875
375570;39.4;41.8125
375660;39.4;41.8125
375750;39.4;41.75
375840;39.4;41.6875
375930;39.3;41.625
376020;39.2;41.5625
376110;39.2;41.5
376200;39.2;41.4375
376290;39.2;41.375
376380;39.2;41.3125
376470;39.1;41.3125
376560;39.1;41.3125
376650;39;41.375
376740;39;41.375
376830;39.1;41.4375
376920;39.1;41.5
377010;39.2;41.5625
377100;39.3;41.625
377190;39.3;41.6875
377280;39.5;41.75
377370;39.6;41.75
377460;39.6;41.75
377550;39.6;41.6875
377640;39.7;41.5
377730;39.7;41.4375
377820;39.6;41.375
377910;39.6;41.25
378000;39.4;41.1875
378090;39.4;41.125
378180;39.2;41.1875
378270;39.1;41.1875
378360;39;41.1875
378450;38.9;41.125
378540;38.9;41.1875
378630;38.9;41.25
378720;39;41.3125
378810;39.2;41.3125
378900;39.3;41.375
378990;39.4;41.4375
379080;39.5;41.5625
379170;39.6;41.625
379260;39.6;41.625
379350;39.6;41.6875
379440;39.6;41.6875
379530;39.6;41.6875
379620;39.6;41.6875
379710;39.6;41.75
379800;39.6;41.75
379890;39.5;41.75
379980;39.5;41.6875
380070;39.4;41.6875
380160;39.4;41.6875
380250;39.4;41.625
380340;39.4;41.6875
380430;39.3;41.625
380520;39.3;41.5
380610;39.2;41.3125
380700;39.1;41.25
380790;39.1;41.1875
380880;39;41.125
380970;38.9;41.125
381060;38.9;41.125
381150;38.9;41.125
381240;39;41.125
381330;39.2;41.1875
381420;39.4;41.25
381510;39.5;41.3125
381600;39.6;41.375
381690;39.6;41.4375
381780;39.6;41.5
381870;39.6;41.5
381960;39.6;41.5625
382050;39.6;41.5625
382140;39.6;41.5625
382230;39.6;41.5625
382320;39.5;41.5625
382410;39.5;41.625
382500;39.5;41.625
382590;39.4;41.625
382680;39.4;41.5
382770;39.2;41.3125
382860;39;41.1875
382950;38.9;41.125
383040;38.8;41.0625
383130;38.8;41
383220;38.8;41
383310;38.8;41
383400;38.9;41
383490;39.1;41.0625
383580;39.2;41.1875
383670;39.3;41.1875
383760;39.4;41.3125
383850;39.4;41.3125
383940;39.4;41.375
384030;39.4;41.375
384120;39.3;41.3125
384210;39.1;41.1875
384300;38.9;41.0625
384390;38.7;40.875
384480;38.4;40.75
384570;38.2;40.6875
384660;38.1;40.5625
384750;38.1;40.5
384840;38;40.4375
384930;37.9;40.375
385020;37.9;40.3125
385110;37.9;40.3125
385200;37.9;40.25
385290;37.9;40.25
385380;37.9;40.25
385470;37.9;40.25
385560;37.9;40.1875
385650;37.9;40.25
385740;37.9;40.3125
385830;37.9;40.375
385920;37.9;40.4375
386010;38;40.4375
386100;38.1;40.5625
386190;38.2;40.625
386280;38.4;40.75
386370;38.4;40.8125
386460;38.4;40.875
386550;38.5;40.9375
386640;38.5;41
386730;38.6;41
386820;38.6;41
386910;38.6;41
387000;38.5;40.9375
387090;38.5;40.9375
387180;38.5;40.9375
387270;38.6;40.9375
387360;38.5;40.875
387450;38.4;40.8125
387540;38.4;40.8125
387630;38.4;40.8125
387720;38.4;40.6875
387810;38.3;40.625
387900;38.2;40.5625
387990;38.2;40.5625
388080;38.3;40.5
388170;38.2;40.5
388260;38.2;40.5
388350;38.2;40.5
388440;38.2;40.5625
388530;38.2;40.5625
388620;38.2;40.625
388710;38.2;40.6875
388800;38.2;40.75
388890;38.3;40.8125
388980;38.4;40.875
389070;38.4;40.9375
389160;38.4;40.875
389250;38.4;40.9375
389340;38.4;40.9375
389430;38.4;40.9375
389520;38.5;40.875
389610;38.4;40.875
389700;38.4;40.875
389790;38.4;40.8125
389880;38.4;40.8125
389970;38.4;40.6875
390060;38.3;40.6875
390150;38.3;40.5625
390240;38.2;40.5625
390330;38.2;40.5
390420;38.1;40.5
390510;38.1;40.4375
390600;38.1;40.375
390690;38.1;40.375
390780;38.1;40.3125
390870;38;40.3125
390960;37.9;40.3125
391050;37.9;40.375
391140;37.9;40.375
391230;37.9;40.4375
391320;38.1;40.5
391410;38.1;40.5625
391500;38.2;40.625
391590;38.2;40.625
391680;38.3;40.6875
391770;38.3;40.6875
391860;38.4;40.75
391950;38.4;40.75
392040;38.3;40.75
392130;38.4;40.75
392220;38.4;40.6875
392310;38.4;40.6875
392400;38.3;40.625
392490;38.3;40.625
392580;38.3;40.625
392670;38.2;40.5625
392760;38.2;40.5625
392850;38.1;40.4375
392940;38.1;40.4375
393030;38.1;40.375
393120;38;40.3125
393210;38;40.25
393300;37.9;40.25
393390;37.9;40.25
393480;37.9;40.125
393570;37.9;40.125
393660;37.8;40.1875
393750;37.9;40.1875
393840;37.8;40.25
393930;37.8;40.25
394020;37.9;40.3125
394110;37.9;40.375
394200;38;40.375
394290;38.1;40.4375
394380;38.1;40.4375
394470;38.1;40.4375
394560;38.1;40.5
394650;38.1;40.4375
394740;38.1;40.4375
394830;38.1;40.4375
394920;38.1;40.4375
395010;38;40.4375
395100;38.1;40.375
395190;38;40.3125
395280;38;40.3125
395370;37.9;40.25
395460;37.9;40.1875
395550;37.9;40.1875
395640;37.8;40.125
395730;37.8;40.0625
395820;37.7;40
395910;37.6;40
396000;37.7;40
396090;37.7;39.9375
396180;37.6;39.9375
396270;37.6;39.9375
396360;37.6;40
396450;37.6;40
396540;37.6;40.0625
396630;37.7;40.125
396720;37.8;40.1875
396810;37.8;40.25
396900;37.9;40.25
396990;38;40.3125
397080;38;40.3125
397170;38;40.375
397260;38;40.375
397350;38;40.375
397440;38;40.375
397530;38;40.3125
397620;38;40.3125
397710;37.9;40.3125
397800;37.9;40.25
397890;37.9;40.25
397980;37.8;40.1875
398070;37.8;40.125
398160;37.8;40.0625
398250;37.7;40.0625
398340;37.6;40
398430;37.6;39.9375
398520;37.6;39.9375
398610;37.6;39.9375
398700;37.6;39.875
398790;37.5;39.875
398880;37.5;39.9375
398970;37.5;39.9375
399060;37.5;40
399150;37.6;40
399240;37.7;40.0625
399330;37.8;40.125
399420;37.8;40.1875
399510;37.8;40.25
399600;37.9;40.25
399690;37.9;40.3125
399780;37.9;40.3125
399870;38;40.3125
399960;38.1;40.375
400050;38;40.3125
400140;37.9;40.3125
400230;37.9;40.3125
400320;37.9;40.25
400410;37.8;40.25
400500;37.8;40.1875
400590;37.8;40.125
400680;37.7;40.125
400770;37.6;40.0625
400860;37.6;40.0625
400950;37.6;40.0625
401040;37.4;39.9375
401130;37.4;39.9375
401220;37.6;40
401310;37.6;40.0625
401400;37.8;40.125
401490;37.8;40.1875
401580;37.8;40.25
401670;37.9;40.3125
401760;37.9;40.3125
401850;37.9;40.3125
401940;38;40.3125
402030;37.9;40.3125
402120;37.9;40.3125
402210;38;40.25
402300;37.9;40.1875
402390;37.8;40.1875
402480;37.7;40.1875
402570;37.7;40.125
402660;37.7;40.0625
402750;37.7;40.0625
402840;37.6;40
402930;37.6;39.9375
403020;37.4;39.875
403110;37.4;39.8125
403200;37.4;39.8125
403290;37.3;39.8125
403380;37.3;39.75
403470;37.2;39.6875
403560;37.2;39.75
403650;37.1;39.75
403740;37.2;39.8125
403830;37.2;39.75
403920;37.3;39.8125
404010;37.4;39.875
404100;37.4;39.9375
404190;37.5;40
404280;37.6;40
404370;37.6;40
404460;37.6;40
404550;37.7;40
404640;37.7;40
404730;37.7;40
404820;37.6;40
404910;37.6;40
405000;37.6;39.9375
405090;37.5;39.875
405180;37.4;39.875
405270;37.3;39.8125
405360;37.3;39.8125
405450;37.2;39.6875
405540;37.2;39.625
405630;37.2;39.5625
405720;37.1;39.5
405810;37.1;39.4375
405900;37.1;39.4375
405990;37;39.4375
406080;36.9;39.4375
406170;36.9;39.4375
406260;36.8;39.375
406350;36.8;39.4375
406440;36.8;39.5
406530;36.9;39.5
406620;37;39.5
406710;37.1;39.5625
406800;37.2;39.625
406890;37.2;39.6875
406980;37.3;39.6875
407070;37.4;39.75
407160;37.4;39.75
407250;37.4;39.75
407340;37.4;39.75
407430;37.4;39.75
407520;37.4;39.75
407610;37.3;39.75
407700;37.3;39.75
407790;37.2;39.6875
407880;37.2;39.625
407970;37.2;39.625
408060;37.2;39.5625
408150;37.2;39.5
408240;37.1;39.5
408330;37.1;39.4375
408420;36.9;39.375
408510;36.9;39.4375
408600;36.9;39.375
408690;36.9;39.375
408780;36.9;39.3125
408870;36.8;39.375
408960;36.8;39.4375
409050;36.8;39.5
409140;36.9;39.5
409230;37.1;39.5
409320;37.2;39.5625
409410;37.3;39.625
409500;37.4;39.6875
409590;37.4;39.6875
409680;37.4;39.75
409770;37.4;39.8125
409860;37.4;39.8125
409950;37.4;39.875
410040;37.4;39.875
410130;37.4;39.875
410220;37.4;39.875
410310;37.4;39.875
410400;37.4;39.875
410490;37.4;39.8125
410580;37.4;39.8125
410670;37.3;39.75
410760;37.3;39.6875
410850;37.2;39.625
410940;37.2;39.5625
411030;37.1;39.5625
411120;37.1;39.5
411210;37.1;39.375
411300;37.1;39.4375
411390;37;39.375
411480;36.9;39.375
411570;36.9;39.375
411660;36.8;39.4375
411750;36.9;39.5
411840;36.9;39.5625
411930;37.1;39.625
412020;37.1;39.6875
412110;37.2;39.75
412200;37.3;39.875
412290;37.4;39.9375
412380;37.4;39.9375
412470;37.5;40
412560;37.5;40
412650;37.5;40.0625
412740;37.6;40.0625
412830;37.6;40.125
412920;37.6;40.125
413010;37.6;40.125
413100;37.6;40.0625
413190;37.6;40.0625
413280;37.5;40
413370;37.5;39.9375
413460;37.4;39.875
413550;37.4;39.8125
413640;37.4;39.75
413730;37.3;39.6875
413820;37.3;39.5625
413910;37.2;39.5
414000;37.2;39.5
414090;37.1;39.4375
414180;37;39.375
414270;36.9;39.3125
414360;36.8;39.25
414450;36.8;39.3125
414540;36.8;39.375
414630;36.9;39.375
414720;37.2;39.4375
414810;37.4;39.5625
414900;37.6;39.625
414990;37.8;39.75
415080;37.8;39.75
415170;37.9;39.875
415260;38;40
415350;38;40.125
415440;37.9;40.0625
415530;37.9;39.9375
415620;37.9;39.875
415710;37.9;39.75
415800;37.9;39.625
415890;37.7;39.625
415980;37.6;39.625
416070;37.6;39.625
416160;37.5;39.6875
416250;37.5;39.6875
416340;37.4;39.625
416430;37.4;39.625
416520;37.4;39.625
416610;37.6;39.625
416700;37.8;39.6875
416790;37.8;39.8125
416880;37.9;39.875
416970;38.1;39.9375
417060;38.2;40.0625
417150;38.2;40.125
417240;38.2;40.125
417330;38.1;40.1875
417420;38.1;40.25
417510;38.2;40.25
417600;38.2;40.25
417690;38.1;40.3125
417780;38.1;40.25
417870;38.1;40.25
417960;38;40.3125
418050;38;40.3125
418140;38.1;40.3125
418230;38.1;40.3125
418320;38.1;40.3125
418410;38.1;40.1875
418500;38;40.0625
418590;37.9;40
418680;37.9;39.9375
418770;37.8;39.9375
418860;37.7;39.875
418950;37.8;39.875
419040;37.8;39.9375
419130;37.8;40
419220;37.9;40.0625
419310;38.1;40.1875
419400;38.3;40.3125
419490;38.5;40.4375
419580;38.6;40.5
419670;38.8;40.5625
419760;38.8;40.625
419850;38.8;40.625
419940;38.9;40.6875
420030;38.9;40.6875
420120;38.9;40.75
420210;38.9;40.75
420300;38.8;40.75
420390;38.8;40.75
420480;38.8;40.75
420570;38.8;40.75
420660;38.7;40.75
420750;38.6;40.75
420840;38.6;40.75
420930;38.5;40.6875
421020;38.4;40.6875
421110;38.4;40.625
421200;38.3;40.5625
421290;38.4;40.5625
421380;38.4;40.5
421470;38.3;40.5
421560;38.2;40.5625
421650;38.3;40.5625
421740;38.4;40.5625
421830;38.4;40.625
421920;38.3;40.625
422010;38.4;40.625
422100;38.5;40.6875
422190;38.6;40.75
422280;38.6;40.8125
422370;38.7;40.8125
422460;38.8;40.9375
422550;38.8;41
422640;38.9;41
422730;38.8;41.0625
422820;38.8;41.0625
422910;38.8;41.0625
423000;38.8;41.0625
423090;38.8;41.0625
423180;38.8;41.0625
423270;38.7;41.125
423360;38.7;41.0625
423450;38.6;41.0625
423540;38.6;41
423630;38.6;40.9375
423720;38.6;40.875
423810;38.6;40.875
423900;38.5;40.8125
423990;38.4;40.75
424080;38.3;40.6875
424170;38.4;40.6875
424260;38.4;40.5625
424350;38.3;40.5625
424440;38.2;40.5
424530;38.2;40.5625
424620;38.2;40.625
424710;38.2;40.625
424800;38.3;40.6875
424890;38.5;40.75
424980;38.6;40.8125
425070;38.7;40.9375
425160;38.7;41
425250;38.8;41.0625
425340;38.7;41.125
425430;38.8;41.1875
425520;38.8;41.1875
425610;38.8;41.25
425700;38.8;41.1875
425790;38.8;41.25
425880;38.7;41.25
425970;38.7;41.1875
426060;38.7;41.1875
426150;38.7;41.125
426240;38.6;41.0625
426330;38.6;41
426420;38.6;40.9375
426510;38.6;40.9375
426600;38.5;40.875
426690;38.5;40.8125
426780;38.5;40.75
426870;38.4;40.6875
426960;38.4;40.5625
427050;38.5;40.5625
427140;38.4;40.4375
427230;38.4;40.4375
427320;38.4;40.5
427410;38.4;40.5625
427500;38.4;40.5
427590;38.5;40.5
427680;38.6;40.625
427770;38.8;40.6875
427860;38.9;40.75
427950;39;40.8125
428040;39;40.875
428130;39;40.9375
428220;39.1;41
428310;39;41
428400;39;41
428490;39;41.0625
428580;38.9;41
428670;38.9;41
428760;38.9;41
428850;38.8;41.0625
428940;38.8;41.0625
429030;38.7;41
429120;38.6;41.0625
429210;38.6;41
429300;38.5;40.9375
429390;38.5;40.875
429480;38.4;40.8125
429570;38.4;40.75
429660;38.3;40.6875
429750;38.3;40.6875
429840;38.4;40.625
429930;38.3;40.5625
430020;38.2;40.5625
430110;38.3;40.625
430200;38.3;40.625
430290;38.3;40.6875
430380;38.4;40.75
430470;38.5;40.875
430560;38.6;40.9375
430650;38.6;41
430740;38.7;41.0625
430830;38.8;41.125
430920;38.8;41.1875
431010;38.8;41.1875
431100;38.8;41.1875
431190;38.9;41.125
431280;38.9;41.125
431370;38.9;41.0625
431460;38.8;41.0625
431550;38.8;41.0625
431640;38.7;41
431730;38.6;40.9375
431820;38.5;40.875
431910;38.5;40.8125
432000;38.4;40.75
432090;38.4;40.6875
432180;38.3;40.6875
432270;38.4;40.625
432360;38.4;40.5625
432450;38.3;40.5625
432540;38.2;40.625
432630;38.2;40.6875
432720;38.3;40.6875
432810;38.4;40.75
432900;38.4;40.8125
432990;38.5;40.875
433080;38.6;41
433170;38.8;41.0625
433260;38.8;41.1875
433350;38.9;41.125
433440;38.9;41.0625
433530;39;41.0625
433620;39.1;41.0625
433710;39.1;41
433800;39.1;41
433890;39;41
433980;38.9;41
434070;38.9;41
434160;38.8;40.9375
434250;38.6;40.9375
434340;38.6;40.875
434430;38.5;40.875
434520;38.5;40.8125
434610;38.4;40.75
434700;38.3;40.6875
434790;38.2;40.625
434880;38.3;40.625
434970;38.3;40.5625
435060;38.2;40.5
435150;38.2;40.5625
435240;38.2;40.5
435330;38.2;40.5625
435420;38.2;40.625
435510;38.2;40.625
435600;38.4;40.6875
435690;38.5;40.75
435780;38.6;40.875
435870;38.8;40.9375
435960;38.9;41
436050;39;41
436140;39;40.875
436230;39.1;40.8125
436320;39;40.75
436410;38.9;40.6875
436500;38.9;40.625
436590;38.8;40.625
436680;38.7;40.5625
436770;38.6;40.5625
436860;38.5;40.5625
436950;38.5;40.5625
437040;38.5;40.5
437130;38.3;40.5
437220;38.2;40.5
437310;38.2;40.5625
437400;38.2;40.5625
437490;38.3;40.5625
437580;38.4;40.625
437670;38.5;40.6875
437760;38.6;40.75
437850;38.6;40.8125
437940;38.6;40.875
438030;38.7;40.875
438120;38.7;40.9375
438210;38.6;40.9375
438300;38.6;40.9375
438390;38.6;40.9375
438480;38.5;40.9375
438570;38.4;40.9375
438660;38.4;40.9375
438750;38.4;40.875
438840;38.3;40.8125
438930;38.3;40.8125
439020;38.3;40.75
439110;38.2;40.75
439200;38.1;40.75
439290;38.1;40.625
439380;38.1;40.5625
439470;38;40.5
439560;37.9;40.4375
439650;38.1;40.375
439740;38.2;40.3125
439830;38.1;40.25
439920;38;40.25
440010;37.9;40.1875
440100;37.9;40.1875
440190;37.9;40.25
440280;38;40.25
440370;38.1;40.3125
440460;38.2;40.5
440550;38.3;40.5625
440640;38.4;40.625
440730;38.5;40.6875
440820;38.5;40.6875
440910;38.6;40.75
441000;38.5;40.8125
441090;38.6;40.8125
441180;38.5;40.8125
441270;38.4;40.8125
441360;38.4;40.8125
441450;38.3;40.8125
441540;38.3;40.75
441630;38.4;40.6875
441720;38.3;40.625
441810;38.3;40.625
441900;38.2;40.5
441990;38.2;40.375
442080;38.2;40.3125
442170;38.2;40.25
442260;38.1;40.125
442350;38.1;40.0625
442440;38.1;40.0625
442530;38.1;40.0625
442620;38.1;40.125
442710;38.1;40.125
442800;38.1;40.1875
442890;38.2;40.25
442980;38.3;40.3125
443070;38.4;40.375
443160;38.4;40.5
443250;38.4;40.5
443340;38.5;40.5625
443430;38.6;40.5625
443520;38.6;40.5625
443610;38.6;40.5625
443700;38.6;40.625
443790;38.6;40.625
443880;38.4;40.5625
443970;38.4;40.5625
444060;38.2;40.5625
444150;38.2;40.5
444240;38.2;40.4375
444330;38.1;40.375
444420;38.2;40.3125
444510;38.2;40.1875
444600;38.1;40.125
444690;38.1;40.0625
444780;38;40
444870;37.9;40
444960;37.9;39.9375
445050;37.8;39.875
445140;37.8;39.875
445230;37.8;39.9375
445320;37.8;40
445410;37.8;40
445500;37.9;40.0625
445590;38;40.125
445680;38.1;40.1875
445770;38.2;40.25
445860;38.4;40.3125
445950;38.4;40.375
446040;38.3;40.375
446130;38.3;40.4375
446220;38.3;40.4375
446310;38.4;40.5
446400;38.4;40.5625
446490;38.3;40.4375
446580;38.2;40.3125
446670;38.1;40.1875
446760;37.9;40.0625
446850;37.9;39.9375
446940;37.9;39.875
447030;37.9;39.875
447120;37.9;39.9375
447210;38.1;39.9375
447300;38.1;39.9375
447390;38.2;40.0625
447480;38.2;40.125
447570;38.2;40.375
447660;38.3;40.4375
447750;38.4;40.3125
447840;38.3;40.1875
447930;38.3;40.125
448020;38.3;40.0625
448110;38.3;40
448200;38.3;40
448290;38.2;39.9375
448380;38.1;39.875
448470;38.1;39.8125
448560;38;39.8125
448650;37.9;39.75
448740;37.8;39.75
448830;37.8;39.8125
448920;37.7;39.8125
449010;37.6;39.75
449100;37.4;39.8125
449190;37.4;39.875
449280;37.4;39.875
449370;37.6;39.9375
449460;37.7;40
449550;37.8;40.0625
449640;37.9;40.125
449730;38;40.1875
449820;38.1;40.25
449910;38.1;40.25
450000;38.1;40.3125
450090;38.1;40.3125
450180;38;40.3125
450270;37.9;40.375
450360;37.9;40.3125
450450;37.9;40.3125
450540;37.9;40.3125
450630;37.8;40.25
450720;37.8;40.25
450810;37.8;40.25
450900;37.8;40.1875
450990;37.8;40.125
451080;37.8;40.125
451170;37.7;40.0625
451260;37.6;39.8125
451350;37.4;39.5625
451440;37.2;39.25
451530;37;39
451620;36.8;38.6875
451710;36.5;38.4375
451800;36.2;38.1875
451890;36;38
451980;35.8;37.75
452070;35.6;37.625
452160;35.5;37.625
452250;35.3;37.5625
452340;35.4;37.625
452430;35.5;37.625
452520;35.7;37.6875
452610;35.8;37.8125
452700;35.9;37.875
452790;36;37.9375
452880;36.2;38.0625
452970;36.4;38.125
453060;36.6;38.25
453150;36.8;38.5
453240;36.8;38.625
453330;36.9;38.8125
453420;37.1;38.9375
453510;37.2;39.125
453600;37.4;39.1875
453690;37.5;39.25
453780;37.6;39.3125
453870;37.6;39.375
453960;37.7;39.375
454050;37.8;39.4375
454140;37.8;39.4375
454230;37.7;39.4375
454320;37.7;39.5
454410;37.7;39.5
454500;37.6;39.5
454590;37.6;39.5
454680;37.6;39.5
454770;37.5;39.4375
454860;37.3;39.375
454950;37.3;39.4375
455040;37.2;39.375
455130;37.2;39.4375
455220;37.2;39.375
455310;37.1;39.375
455400;37.2;39.3125
455490;37.2;39.25
455580;37.1;39.1875
455670;37.1;39.25
455760;37.1;39.3125
455850;37.1;39.375
455940;37.2;39.375
456030;37.2;39.4375
456120;37.4;39.5625
456210;37.6;39.625
456300;37.8;39.75
456390;37.8;39.8125
456480;37.9;39.875
456570;37.9;39.875
456660;37.9;39.875
456750;37.9;39.875
456840;37.8;39.9375
456930;37.8;40
457020;37.7;40
457110;37.6;39.9375
457200;37.6;40
457290;37.6;40
457380;37.4;39.9375
457470;37.5;39.875
457560;37.5;39.875
457650;37.5;39.875
457740;37.5;39.75
457830;37.4;39.75
457920;37.4;39.6875
458010;37.4;39.6875
458100;37.4;39.625
458190;37.3;39.625
458280;37.2;39.625
458370;37.2;39.625
458460;37.2;39.6875
458550;37.3;39.75
458640;37.4;39.75
458730;37.4;39.8125
