pvm,pH_lahteva,Fe_lahteva,Ni_lahteva,As_lahteva,SO4_lahteva,pH_lahteva,Fe_allas,Ni_allas,As_allas,SO4_rikastehiekka,pH_rikastehiekka,Fe_rikastehiekka,Ni_rikastehiekka,As_rikastehiekka,SO4_rikastehiekka
25.10.2018,6.9,0.91,0.23,0.02,947,8.9,0.26,0.17,0.02,835,10.8,0.15,0.03,0.01,852
26.10.2018,7.5,0.86,0.22,0.02,,,,,,,,,,,
29.10.2018,7.6,0.81,0.23,0.03,807,9,0.4,0.15,0.04,761,9.9,0.09,0.01,0.05,733
31.10.2018,7.5,0.77,0.24,0.02,,8.8,0.39,0.18,0.03,,9.4,0.19,0.07,0.03,
5.11.2018,7.2,,,,,7.7,,,,,9,,,,
8.11.2018,7.4,0.87,0.25,0.02,926,8.2,0.19,0.2,0.04,844,9.2,0.08,0.08,0.05,901
12.11.2018,7.2,0.95,0.26,0.03,,7.6,0.4,0.22,0.03,,8.4,0.49,0.09,0.05,
15.11.2018,7.2,0.73,0.23,0.01,881,7.9,0.3,0.2,0.02,819,9.2,0.14,0.02,0.03,811
19.11.2018,7.2,0.87,0.26,0,,8.6,0.13,0.17,0.01,,9.8,0.22,0,0.01,
22.11.2018,7.2,0.91,0.23,0.01,860,9.2,0.21,0.11,0.02,901,10,0.11,0,0,848
26.11.2018,7.8,0.87,0.27,0.02,918,9.7,0.31,0.11,0.02,947,10.3,0.08,0.01,0.01,881
29.11.2018,7.7,0.77,0.28,0.02,,9.8,0.15,0.09,0.02,,10.4,0.08,0.02,0.01,
3.12.2018,7.5,0.7,0.28,0.02,,9.6,0.28,0.11,0.03,,9.8,0.16,0.05,0.02,
5.12.2018,8,0.52,0.19,0.01,971,9.4,0.24,0.07,0.02,909,9.7,0.15,0.03,0.03,794
10.12.2018,8.7,0.3,0.17,0.02,996,9.6,0.24,0.09,0.02,938,9.6,0.22,0.04,0.03,802
17.12.2018,8.9,0.28,0.19,0.03,934,9.4,0.38,0.5,0.03,839,9.7,0.36,0.39,0.03,844
20.12.2018,9,0.19,0.18,0.02,,9.7,0.45,0.09,0.03,,10,0.14,0.06,0.02,
27.12.2018,9.1,0.09,0.17,0.02,844,10.1,0.21,0.03,0.01,774,10.7,1.13,0.03,0,720
31.12.2018,9.2,0.08,0.15,0.03,,9.8,0.28,0.06,0.02,,10.3,0.73,0.04,0.02,
3.1.2019,9.4,0.07,0.13,0.03,1045,9.6,1.49,0.13,0.03,1012,9.6,0.4,0.04,0.02,906
7.1.2019,9.6,0.11,0.08,0.02,1033,9.6,0.84,0.12,0.03,1004,9.9,0.44,0.04,0.02,1008
10.1.2029,9.3,0.21,0.08,0.03,,9.3,0.23,0.06,0.02,,9.6,0.17,0.02,0.01,
14.1.2019,9.3,0.19,0.1,0.02,1000,9.6,0.55,0.07,0.04,893,9.7,0.08,0.03,0.02,856
17.1.2019,9.4,0.14,0.09,0.03,,9.4,0.59,0.12,0.04,,9.6,0.14,0.05,0.02,
21.1.2019,9.5,0.1,0.07,0.02,963,9.6,0.52,0.11,0.03,860,9.8,0.27,0.05,0.01,794
24.1.2019,8.9,0.11,0.1,0.03,,8.9,0.76,0.13,0.04,,9.1,0.6,0.07,0.02,
28.1.2019,9.4,0.11,0.1,0.03,,9.3,0.2,0.1,0.02,,9.6,0.53,0.06,0.01,
